product_name,brand,root_domain,page_url,price
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Snowblind,Trans-Blue-Burst,Transparent-Black-Burst,Ziricote","[{'amount': 449.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 639.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Aged-Black-Satin,Transparent-White-Satin/custitem_dexterity/Right-Handed/custitem_kd_guitarcolor_list/Aged-Black-Satin%2CAged-Black-Satin-%28ABSN%29%2CCrimson-Red-Burst%2CCrimson-Red-Burst-%28CRB%29,Ticket-To-My-Downfall-Pink.png,Transparent-White-Satin",[]
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Sea-Foam-Green,Sea-Foam-Green-%28SFG%29,See-Thru-Blue-Burst,Trans-Purple-Burst-%28TPB%29,Ziricote","[{'amount': 749.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1069.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-Trans-Red-with-Black-Racing-Stripe-Decal,Super-Sonic-Blue,Ultra-Violet,Vintage-White-%28VWHT%29,Ziricote","[{'amount': 449.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1399.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Snowblind,Spalted-Maple,Transparent-Sky-Burst,Vintage-White-%28VWHT%29,Ziricote","[{'amount': 449.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 639.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-Aqua,Sea-Foam-Green,Vampyre-Red-Burst-Satin-%28VRBS%29,Ziricote","[{'amount': 349.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 949.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Spalted-Maple,Trans-Black-Burst-%28TBB%29,Transparent-Sky-Burst,Ultra-Violet-%28UV%29,Ziricote","[{'amount': 1499.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 2119.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Spalted-Maple,Trans-Purple,Vintage-Sunburst,Vintage-White-%28VWHT%29,Ziricote","[{'amount': 449.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 639.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Snowblind,Super-Sonic-Blue,Transparent-Sky-Burst,Ultra-Violet,Ziricote","[{'amount': 949.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1359.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,Schecter,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Green-Reign/custitem_dexterity/Right-Handed/custitem_kd_guitarcolor_list/Green-Reign,Spalted-Maple,Ticket-To-My-Downfall-Pink.png,Ticket-To-My-Downfall-Pink.png,Ticket-To-My-Downfall-Pink.png,Ticket-To-My-Downfall-Pink.png,Transparent-Purple-Burst","[{'amount': 899.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 999.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Ticket-to-My-Downfall-Pink,Transparent-Amber,Transparent-Purple-Burst,Ziricote","[{'amount': 1479.0, 'currency': 'USD', 'type': 'exact'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Steele-Green,Trans-Black-Burst-Satin,Transparent-Amber,Transparent-White-Satin,Ziricote","[{'amount': 1949.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 2769.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Atomic-Ink,Satin-Royal-Sapphire,Ziricote/custitem_dexterity/Right-Handed","[{'amount': 899.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1399.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Spalted-Maple,Trans-Purple-Burst-%28TPB%29,Transparent-Amber,Vintage-Blue-%28VBLU%29,Ziricote","[{'amount': 1789.0, 'currency': 'USD', 'type': 'exact'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Super-Sonic-Blue,Trans-Black-Burst,Transparent-Purple-Burst,Vintage-White-%28VWHT%29,Ziricote","[{'amount': 1099.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1549.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Spalted-Maple,Trans-White-Satin-%28TWS%29,Transparent-White-Satin,Vintage-Sunburst-Pearl,Ziricote","[{'amount': 449.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 639.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Spalted-Maple,Steele-Green,Trans-White-Satin-%28TWS%29,Vintage-Red-%28VRED%29,Ziricote","[{'amount': 949.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1359.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Spalted-Maple,Trans-Black-Burst-%28TBB%29,Transparent-Black-Burst,Ziricote","[{'amount': 1409.0, 'currency': 'USD', 'type': 'max'}
 {'amount': 409.0, 'currency': 'USD', 'type': 'min'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Spalted-Maple,Transparent-Amber,Transparent-Purple-Burst,Vintage-White-%28VWHT%29,Ziricote","[{'amount': 999.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1409.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Spalted-Maple,Trans-Black-Burst,Trans-Blue-Burst,Ultra-Violet-%28UV%29,Ziricote","[{'amount': 899.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1299.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Spalted-Maple,Transparent-Black-Burst,Transparent-Sky-Burst,Ziricote","[{'amount': 1409.0, 'currency': 'USD', 'type': 'max'}
 {'amount': 409.0, 'currency': 'USD', 'type': 'min'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Spalted-Maple,Trans-Black-Burst,Ultra-Violet-%28UV%29,Ziricote","[{'amount': 1299.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1859.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Ticket-to-My-Downfall-Pink,Vintage-Sunburst,Walnut-Satin-%28WSN%29,Ziricote","[{'amount': 999.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1429.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Steele-Green,Transparent-Black-Burst,Transparent-Purple-Burst,Vintage-Blue-%28VBLU%29,Ziricote","[{'amount': 349.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 2299.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Snowblind,Transparent-Purple-Burst,Vintage-Red-%28VRED%29,Vintage-Sunburst-Pearl,Ziricote","[{'amount': 1099.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1149.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Trans-Blue-Burst,Transparent-Purple-Burst,Ziricote","[{'amount': 1249.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1789.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Burst-Pearl-%28SVBP%29,Trans-Blue-Burst,Transparent-Amber,Transparent-Purple-Burst,Ziricote","[{'amount': 349.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 2499.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Spalted-Maple,Trans-White-Satin-%28TWS%29,Transparent-Purple-Burst,Walnut-Satin-%28WSN%29,Ziricote","[{'amount': 949.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1349.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Ticket-to-My-Downfall-Pink,Trans-Purple,Vintage-Sunburst,Ziricote",[]
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Spalted-Maple,Steele-Green,Trans-Black-Burst-%28TBB%29,Trans-Blue-Burst,Ziricote",[]
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Spalted-Maple,Trans-Purple-Burst-%28TPB%29,Transparent-Amber,Transparent-Blue-Burst,Ziricote","[{'amount': 1299.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1839.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Spalted-Maple,Trans-Black-Burst-Satin,Transparent-White-Satin,Vampyre-Red-Burst-Satin-%28VRBS%29,Ziricote","[{'amount': 1949.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 2769.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Ultra-Violet,Ultra-Violet-%28UV%29,Vintage-Blue-%28VBLU%29,Ziricote","[{'amount': 1199.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1719.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Snowblind,Steele-Green,Transparent-Blue-Burst,Transparent-Sky-Burst,Ziricote","[{'amount': 1719.0, 'currency': 'USD', 'type': 'min'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Burst-Pearl-%28SVBP%29,Silver-Mountain,Trans-Purple-Burst-%28TPB%29,Transparent-White-Satin,Ziricote","[{'amount': 1399.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1999.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Burst-Pearl-%28SVBP%29,Transparent-White-Satin,Ultra-Violet-%28UV%29,Vintage-Sunburst-Pearl,Walnut-Satin-%28WSN%29,Ziricote","[{'amount': 449.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 639.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Spalted-Maple,Trans-Purple,Vintage-Sunburst,Vintage-White-%28VWHT%29,Ziricote","[{'amount': 1199.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1719.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Steele-Green,Trans-Black-Burst-Satin,Trans-Blue-Burst,Transparent-Blue-Burst,Ziricote","[{'amount': 1569.0, 'currency': 'USD', 'type': 'exact'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Steele-Green,Super-Sonic-Blue,Transparent-Amber,Walnut-Satin-%28WSN%29,Ziricote","[{'amount': 449.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 639.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Super-Sonic-Blue,Transparent-Amber,Transparent-Purple-Burst,Transparent-Sky-Burst,Ziricote","[{'amount': 1499.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 2119.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Spalted-Maple,Super-Sonic-Blue,Trans-Blue-Burst,Vintage-Sunburst,Ziricote","[{'amount': 349.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1499.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Azure,Satin-White,See-Thru-Blue-Burst/custitem_dexterity/Right-Handed","[{'amount': 349.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1599.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Burst-Pearl-%28SVBP%29,Transparent-Black-Burst,Vintage-Sunburst-Pearl,Vintage-White-%28VWHT%29,Walnut-Satin-%28WSN%29,Ziricote","[{'amount': 949.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1359.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Snowblind,Trans-Black-Burst,Ultra-Violet,Ziricote","[{'amount': 949.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1349.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Snowblind,Steele-Green,Ticket-to-My-Downfall-Pink,Transparent-Purple-Burst,Ziricote",[]
Guitar,,schecterguitars.com,https://www.schecterguitars.com/guitars/wylde-audio,"[{'amount': 1799.0, 'currency': 'USD', 'type': 'exact'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,See~Thru-Cherry-Burst,Transparent-White-Satin,Ultra-Violet,Vintage-White,Ziricote","[{'amount': 569.0, 'currency': 'USD', 'type': 'max'}
 {'amount': 169.0, 'currency': 'USD', 'type': 'min'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-Aqua,Satin-See-Thru-Black,Vintage-Red-%28VRED%29,Ziricote","[{'amount': 299.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1099.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Atomic-Frost,Cat%27s-Eye-Black-Burst/custitem_dexterity/Right-Handed",[]
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Burst-Pearl-%28SVBP%29,Transparent-Purple-Burst,Ultra-Violet,Vampyre-Red-Burst-Satin-%28VRBS%29,Vintage-Sunburst-Pearl,Ziricote","[{'amount': 999.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1419.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Snowblind,Spalted-Maple,Transparent-Black-Burst,Vintage-White-%28VWHT%29,Ziricote","[{'amount': 449.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 639.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Blood-Burst,Blood-Moon/custitem_dexterity/Right-Handed","[{'amount': 1499.0, 'currency': 'USD', 'type': 'max'}
 {'amount': 499.0, 'currency': 'USD', 'type': 'min'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Spalted-Maple,Transparent-Amber,Ultra-Violet-%28UV%29,Vintage-Sunburst-Pearl,Ziricote","[{'amount': 449.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 639.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Spalted-Maple,Trans-Black-Burst-%28TBB%29,Trans-Blue-Burst,Transparent-Amber,Ziricote","[{'amount': 1199.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1719.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-Trans-Red-with-Black-Racing-Stripe-Decal,Satin-White-%28SWHT%29,Super-Sonic-Blue,Trans-Purple,Ziricote","[{'amount': 1099.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1359.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Atomic-Green,Charcoal,Inferno/custitem_dexterity/Right-Handed","[{'amount': 499.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 2299.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Burst-Pearl-%28SVBP%29,Trans-Black-Burst-%28TBB%29,Trans-White-Satin-%28TWS%29,Vintage-Blue-%28VBLU%29,Ziricote","[{'amount': 1859.0, 'currency': 'USD', 'type': 'exact'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Steele-Green,Transparent-Black-Burst,Transparent-Blue-Burst,Vintage-Red-%28VRED%29,Ziricote","[{'amount': 2299.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 3289.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,Schecter,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Black-Orange-Crackle,Grey-Ghost/custitem_dexterity/Right-Handed/custitem_kd_guitarcolor_list/Black-Orange-Crackle,Grey-Ghost,Ticket-To-My-Downfall-Pink.png,Ticket-To-My-Downfall-Pink.png,Ticket-To-My-Downfall-Pink.png,Ticket-To-My-Downfall-Pink.png,Transparent-Purple-Burst","[{'amount': 1449.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 2079.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Spalted-Maple,Trans-Blue-Burst,Transparent-Sky-Burst,Ziricote","[{'amount': 1409.0, 'currency': 'USD', 'type': 'max'}
 {'amount': 409.0, 'currency': 'USD', 'type': 'min'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Green-Burst,Satin-Natural-Vintage-Burst,Ziricote","[{'amount': 849.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1399.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,Schecter Guitars,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-Trans-Red-with-Black-Racing-Stripe-Decal,Trans-White-Satin-%28TWS%29,Ultra-Violet,Vintage-White-%28VWHT%29,Ziricote",[]
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Steele-Green,Trans-Purple,Transparent-White-Satin,Vintage-Sunburst,Ziricote","[{'amount': 349.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1949.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Atomic-Green,Azure,Ziricote/custitem_dexterity/Right-Handed","[{'amount': 899.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 1599.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Snowblind,Trans-Black-Burst-%28TBB%29,Transparent-Sky-Burst,Vampyre-Red-Burst-Satin-%28VRBS%29,Ziricote","[{'amount': 1359.0, 'currency': 'USD', 'type': 'max'}
 {'amount': 959.0, 'currency': 'USD', 'type': 'min'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Trans-White-Satin-%28TWS%29,Transparent-Purple-Burst,Transparent-White-Satin,Ziricote","[{'amount': 1949.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 2769.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Trans-White-Satin-%28TWS%29,Vintage-Sunburst-Pearl,Walnut-Satin-%28WSN%29,Ziricote","[{'amount': 349.0, 'currency': 'USD', 'type': 'min'}
 {'amount': 499.0, 'currency': 'USD', 'type': 'max'}]"
Guitar,,schecterguitars.com,"https://www.schecterguitars.com/guitars/6-string/custitem_color_master_list/Satin-White,Scarlet-Burst,Silver-Mountain,Super-Sonic-Blue,Trans-Black-Burst-Satin,Vintage-Red-%28VRED%29,Vintage-White-%28VWHT%29,Ziricote","[{'amount': 499.0, 'currency': 'USD', 'type': 'max'}
 {'amount': 349.0, 'currency': 'USD', 'type': 'min'}]"
